sample_idx,time_s,x_raw,x_g,x_m_s2,device_name,odr_hz,capture_elapsed_us
293,0.34595655017709565,-2224,-0.5426559999999999,-5.321637462399999,XIAO-IMU-3,3330,1000086
294,0.34713728925619836,-2248,-0.5485119999999999,-5.379065204799999,XIAO-IMU-3,3330,1000086
295,0.3483180283353011,-2233,-0.544852,-5.3431728658,XIAO-IMU-3,3330,1000086
296,0.34949876741440383,-2223,-0.542412,-5.3192446398,XIAO-IMU-3,3330,1000086
297,0.35067950649350654,-2232,-0.544608,-5.3407800432,XIAO-IMU-3,3330,1000086
298,0.35186024557260925,-2192,-0.534848,-5.2450671392,XIAO-IMU-3,3330,1000086
299,0.35304098465171196,-2202,-0.537288,-5.2689953651999994,XIAO-IMU-3,3330,1000086
300,0.3542217237308147,-2226,-0.543144,-5.326423107599999,XIAO-IMU-3,3330,1000086
301,0.3554024628099174,-2209,-0.538996,-5.2857451234,XIAO-IMU-3,3330,1000086
302,0.3565832018890201,-2200,-0.5367999999999999,-5.264209719999999,XIAO-IMU-3,3330,1000086
303,0.3577639409681228,-2208,-0.5387519999999999,-5.283352300799999,XIAO-IMU-3,3330,1000086
304,0.3589446800472255,-2209,-0.538996,-5.2857451234,XIAO-IMU-3,3330,1000086
305,0.36012541912632823,-2208,-0.5387519999999999,-5.283352300799999,XIAO-IMU-3,3330,1000086
306,0.36130615820543094,-2188,-0.5338719999999999,-5.2354958487999985,XIAO-IMU-3,3330,1000086
307,0.3624868972845337,-2187,-0.533628,-5.233103026199999,XIAO-IMU-3,3330,1000086
308,0.3636676363636364,-2176,-0.530944,-5.2067819775999995,XIAO-IMU-3,3330,1000086
309,0.3648483754427391,-2187,-0.533628,-5.233103026199999,XIAO-IMU-3,3330,1000086
310,0.36602911452184184,-2215,-0.54046,-5.300102059,XIAO-IMU-3,3330,1000086
311,0.36720985360094455,-2213,-0.539972,-5.2953164138,XIAO-IMU-3,3330,1000086
312,0.36839059268004726,-2210,-0.53924,-5.288137946,XIAO-IMU-3,3330,1000086
313,0.36957133175914997,-2254,-0.549976,-5.3934221404,XIAO-IMU-3,3330,1000086
314,0.3707520708382527,-2259,-0.551196,-5.4053862534,XIAO-IMU-3,3330,1000086
315,0.3719328099173554,-2245,-0.5477799999999999,-5.371886736999999,XIAO-IMU-3,3330,1000086
316,0.3731135489964581,-2242,-0.547048,-5.364708269199999,XIAO-IMU-3,3330,1000086
317,0.3742942880755608,-2191,-0.5346040000000001,-5.2426743166000005,XIAO-IMU-3,3330,1000086
318,0.3754750271546636,-2177,-0.531188,-5.2091748002,XIAO-IMU-3,3330,1000086
319,0.3766557662337663,-2146,-0.523624,-5.134997299599999,XIAO-IMU-3,3330,1000086
320,0.377836505312869,-2107,-0.5141079999999999,-5.0416772181999985,XIAO-IMU-3,3330,1000086
321,0.3790172443919717,-2061,-0.502884,-4.9316073786,XIAO-IMU-3,3330,1000086
322,0.3801979834710744,-1844,-0.449936,-4.4123648744,XIAO-IMU-3,3330,1000086
323,0.38137872255017713,-1790,-0.43676,-4.283152454,XIAO-IMU-3,3330,1000086
324,0.38255946162927984,-1746,-0.426024,-4.1778682596,XIAO-IMU-3,3330,1000086
325,0.38374020070838255,-1679,-0.409676,-4.017549145399999,XIAO-IMU-3,3330,1000086
326,0.38492093978748526,-1641,-0.400404,-3.9266218865999996,XIAO-IMU-3,3330,1000086
327,0.38610167886658797,-1599,-0.390156,-3.8261233374,XIAO-IMU-3,3330,1000086
328,0.3872824179456907,-1550,-0.3782,-3.7088750299999997,XIAO-IMU-3,3330,1000086
329,0.38846315702479345,-1180,-0.28792,-2.823530668,XIAO-IMU-3,3330,1000086
330,0.38964389610389616,-1119,-0.273036,-2.6775684894,XIAO-IMU-3,3330,1000086
331,0.39082463518299887,-1086,-0.264984,-2.5986053435999996,XIAO-IMU-3,3330,1000086
332,0.3920053742621016,-1029,-0.25107599999999997,-2.4622144553999994,XIAO-IMU-3,3330,1000086
333,0.3931861133412043,-1006,-0.245464,-2.4071795355999996,XIAO-IMU-3,3330,1000086
334,0.394366852420307,-927,-0.226188,-2.2181465501999997,XIAO-IMU-3,3330,1000086
335,0.3955475914994097,-897,-0.218868,-2.1463618722,XIAO-IMU-3,3330,1000086
336,0.3967283305785124,-876,-0.213744,-2.0961125976,XIAO-IMU-3,3330,1000086
337,0.39790906965761513,-459,-0.111996,-1.0983055734,XIAO-IMU-3,3330,1000086
338,0.39908980873671784,-441,-0.107604,-1.0552347666,XIAO-IMU-3,3330,1000086
339,0.40027054781582055,-383,-0.093452,-0.9164510557999999,XIAO-IMU-3,3330,1000086
340,0.4014512868949233,-345,-0.08417999999999999,-0.8255237969999999,XIAO-IMU-3,3330,1000086
341,0.40263202597402603,-295,-0.07198,-0.705882667,XIAO-IMU-3,3330,1000086
342,0.40381276505312874,-263,-0.06417199999999999,-0.6293123437999999,XIAO-IMU-3,3330,1000086
343,0.40499350413223145,-229,-0.055875999999999995,-0.5479563754,XIAO-IMU-3,3330,1000086
344,0.40617424321133416,-178,-0.043432000000000005,-0.42592242280000003,XIAO-IMU-3,3330,1000086
345,0.4073549822904369,52,0.012688,0.12442677519999999,XIAO-IMU-3,3330,1000086
346,0.4085357213695396,104,0.025376,0.24885355039999998,XIAO-IMU-3,3330,1000086
347,0.4097164604486423,151,0.036844,0.3613162126,XIAO-IMU-3,3330,1000086
348,0.410897199527745,220,0.05368,0.5264209719999999,XIAO-IMU-3,3330,1000086
349,0.4120779386068477,271,0.06612399999999999,0.6484549245999999,XIAO-IMU-3,3330,1000086
350,0.4132586776859504,373,0.091012,0.8925228297999999,XIAO-IMU-3,3330,1000086
351,0.4144394167650532,390,0.09516,0.9332008139999999,XIAO-IMU-3,3330,1000086
352,0.4156201558441559,455,0.11102,1.088734283,XIAO-IMU-3,3330,1000086
353,0.4168008949232586,816,0.19910399999999998,1.9525432415999997,XIAO-IMU-3,3330,1000086
354,0.4179816340023613,856,0.208864,2.0482561456,XIAO-IMU-3,3330,1000086
355,0.41916237308146403,893,0.217892,2.1367905817999997,XIAO-IMU-3,3330,1000086
356,0.42034311216056675,941,0.22960399999999997,2.2516460665999998,XIAO-IMU-3,3330,1000086
357,0.42152385123966946,1018,0.248392,2.4358934068,XIAO-IMU-3,3330,1000086
358,0.42270459031877217,1058,0.258152,2.5316063108,XIAO-IMU-3,3330,1000086
359,0.4238853293978749,1099,0.268156,2.6297120374,XIAO-IMU-3,3330,1000086
360,0.4250660684769776,1161,0.283284,2.7780670385999997,XIAO-IMU-3,3330,1000086
361,0.4262468075560803,1556,0.379664,3.7232319655999997,XIAO-IMU-3,3330,1000086
362,0.42742754663518306,1608,0.392352,3.8476587407999996,XIAO-IMU-3,3330,1000086
363,0.4286082857142858,1678,0.409432,4.0151563228,XIAO-IMU-3,3330,1000086
364,0.4297890247933885,1707,0.416508,4.0845481781999995,XIAO-IMU-3,3330,1000086
365,0.4309697638724912,1761,0.42968399999999995,4.2137605985999995,XIAO-IMU-3,3330,1000086
366,0.4321505029515939,1819,0.443836,4.3525443094,XIAO-IMU-3,3330,1000086
367,0.4333312420306966,1865,0.45506,4.462614149,XIAO-IMU-3,3330,1000086
368,0.43451198110979933,1944,0.47433600000000004,4.6516471344,XIAO-IMU-3,3330,1000086
369,0.43569272018890204,2228,0.5436319999999999,5.3312087527999985,XIAO-IMU-3,3330,1000086
370,0.43687345926800475,2258,0.550952,5.4029934308,XIAO-IMU-3,3330,1000086
371,0.43805419834710746,2307,0.562908,5.520241738199999,XIAO-IMU-3,3330,1000086
372,0.43923493742621017,2363,0.576572,5.6542398037999995,XIAO-IMU-3,3330,1000086
373,0.44041567650531294,2412,0.588528,5.7714881112,XIAO-IMU-3,3330,1000086
374,0.44159641558441565,2461,0.600484,5.8887364186,XIAO-IMU-3,3330,1000086
375,0.44277715466351836,2503,0.6107319999999999,5.989234967799999,XIAO-IMU-3,3330,1000086
376,0.44395789374262107,2822,0.688568,6.752545377199999,XIAO-IMU-3,3330,1000086
377,0.4451386328217238,2885,0.7039399999999999,6.9032932009999985,XIAO-IMU-3,3330,1000086
378,0.4463193719008265,2905,0.7088199999999999,6.951149652999999,XIAO-IMU-3,3330,1000086
379,0.4475001109799292,2955,0.72102,7.070790783,XIAO-IMU-3,3330,1000086
380,0.4486808500590319,2953,0.7205320000000001,7.0660051378,XIAO-IMU-3,3330,1000086
381,0.4498615891381346,2996,0.731024,7.1688965096,XIAO-IMU-3,3330,1000086
382,0.45104232821723733,3011,0.734684,7.2047888486,XIAO-IMU-3,3330,1000086
383,0.45222306729634004,3048,0.743712,7.2933232848,XIAO-IMU-3,3330,1000086
384,0.45340380637544275,3050,0.7442,7.29810893,XIAO-IMU-3,3330,1000086
385,0.4545845454545455,3035,0.74054,7.262216591,XIAO-IMU-3,3330,1000086
386,0.45576528453364823,3029,0.7390760000000001,7.2478596554,XIAO-IMU-3,3330,1000086
387,0.45694602361275094,3008,0.733952,7.1976103808000005,XIAO-IMU-3,3330,1000086
388,0.45812676269185365,2996,0.731024,7.1688965096,XIAO-IMU-3,3330,1000086
389,0.45930750177095636,2975,0.7259,7.118647234999999,XIAO-IMU-3,3330,1000086
390,0.46048824085005907,2968,0.7241920000000001,7.1018974768000005,XIAO-IMU-3,3330,1000086
391,0.4616689799291618,2961,0.722484,7.0851477186,XIAO-IMU-3,3330,1000086
392,0.4628497190082645,2890,0.70516,6.915257314,XIAO-IMU-3,3330,1000086
393,0.4640304580873672,2877,0.701988,6.884150620199999,XIAO-IMU-3,3330,1000086
394,0.4652111971664699,2845,0.6941799999999999,6.807580296999999,XIAO-IMU-3,3330,1000086
395,0.4663919362455726,2827,0.689788,6.764509490199999,XIAO-IMU-3,3330,1000086
396,0.4675726753246754,2803,0.683932,6.707081747799999,XIAO-IMU-3,3330,1000086
397,0.4687534144037781,2770,0.67588,6.628118602,XIAO-IMU-3,3330,1000086
398,0.4699341534828808,2760,0.6734399999999999,6.604190375999999,XIAO-IMU-3,3330,1000086
399,0.4711148925619835,2727,0.665388,6.5252272302,XIAO-IMU-3,3330,1000086
400,0.47229563164108623,2569,0.6268360000000001,6.1471612594,XIAO-IMU-3,3330,1000086
401,0.47347637072018894,2518,0.6143919999999999,6.025127306799999,XIAO-IMU-3,3330,1000086
402,0.47465710979929165,2459,0.599996,5.8839507734,XIAO-IMU-3,3330,1000086
403,0.47583784887839436,2447,0.5970679999999999,5.855236902199999,XIAO-IMU-3,3330,1000086
404,0.4770185879574971,2409,0.587796,5.7643096434,XIAO-IMU-3,3330,1000086
405,0.4781993270365998,2369,0.578036,5.6685967394,XIAO-IMU-3,3330,1000086
406,0.4793800661157025,2308,0.5631520000000001,5.5226345608,XIAO-IMU-3,3330,1000086
407,0.48056080519480526,2266,0.552904,5.422136011599999,XIAO-IMU-3,3330,1000086
408,0.481741544273908,1966,0.479704,4.7042892316,XIAO-IMU-3,3330,1000086
409,0.4829222833530107,1917,0.467748,4.5870409242,XIAO-IMU-3,3330,1000086
410,0.4841030224321134,1879,0.458476,4.496113665399999,XIAO-IMU-3,3330,1000086
411,0.4852837615112161,1845,0.45018,4.414757697,XIAO-IMU-3,3330,1000086
412,0.4864645005903188,1787,0.43602799999999997,4.2759739861999995,XIAO-IMU-3,3330,1000086
413,0.4876452396694215,1734,0.423096,4.1491543884,XIAO-IMU-3,3330,1000086
414,0.48882597874852424,1705,0.41602,4.079762532999999,XIAO-IMU-3,3330,1000086
415,0.49000671782762695,1646,0.401624,3.9385859995999994,XIAO-IMU-3,3330,1000086
416,0.49118745690672966,1301,0.317444,3.1130622025999997,XIAO-IMU-3,3330,1000086
417,0.49236819598583237,1272,0.310368,3.0436703471999995,XIAO-IMU-3,3330,1000086
418,0.49354893506493513,1257,0.306708,3.0077780082,XIAO-IMU-3,3330,1000086
419,0.49472967414403785,1215,0.29646,2.9072794589999997,XIAO-IMU-3,3330,1000086
420,0.49591041322314056,1203,0.29353199999999996,2.8785655877999994,XIAO-IMU-3,3330,1000086
421,0.49709115230224327,1206,0.294264,2.8857440556,XIAO-IMU-3,3330,1000086
422,0.498271891381346,1184,0.28889600000000004,2.8331019584000003,XIAO-IMU-3,3330,1000086
423,0.4994526304604487,1185,0.28914,2.835494781,XIAO-IMU-3,3330,1000086
424,0.5006333695395514,1114,0.27181599999999995,2.6656043763999993,XIAO-IMU-3,3330,1000086
425,0.5018141086186542,1101,0.268644,2.6344976825999997,XIAO-IMU-3,3330,1000086
426,0.5029948476977568,1091,0.266204,2.6105694566,XIAO-IMU-3,3330,1000086
427,0.5041755867768596,1041,0.254004,2.4909283265999997,XIAO-IMU-3,3330,1000086
428,0.5053563258559622,1038,0.253272,2.4837498588,XIAO-IMU-3,3330,1000086
429,0.506537064935065,992,0.242048,2.3736800192,XIAO-IMU-3,3330,1000086
430,0.5077178040141677,980,0.23912,2.3449661479999997,XIAO-IMU-3,3330,1000086
431,0.5088985430932704,938,0.228872,2.2444675987999996,XIAO-IMU-3,3330,1000086
432,0.5100792821723731,710,0.17324,1.698904046,XIAO-IMU-3,3330,1000086
433,0.5112600212514758,668,0.162992,1.5984054967999999,XIAO-IMU-3,3330,1000086
434,0.5124407603305785,590,0.14396,1.411765334,XIAO-IMU-3,3330,1000086
435,0.5136214994096813,559,0.136396,1.3375878333999998,XIAO-IMU-3,3330,1000086
436,0.514802238488784,534,0.130296,1.2777672683999999,XIAO-IMU-3,3330,1000086
437,0.5159829775678867,462,0.112728,1.1054840412,XIAO-IMU-3,3330,1000086
438,0.5171637166469895,400,0.09759999999999999,0.9571290399999999,XIAO-IMU-3,3330,1000086
439,0.5183444557260921,-59,-0.014395999999999999,-0.14117653339999997,XIAO-IMU-3,3330,1000086
440,0.5195251948051949,-110,-0.02684,-0.26321048599999997,XIAO-IMU-3,3330,1000086
441,0.5207059338842975,-157,-0.038308,-0.3756731482,XIAO-IMU-3,3330,1000086
442,0.5218866729634003,-213,-0.051972000000000004,-0.5096712138,XIAO-IMU-3,3330,1000086
443,0.523067412042503,-277,-0.067588,-0.6628118601999999,XIAO-IMU-3,3330,1000086
444,0.5242481511216057,-314,-0.076616,-0.7513462964,XIAO-IMU-3,3330,1000086
445,0.5254288902007084,-318,-0.077592,-0.7609175867999999,XIAO-IMU-3,3330,1000086
446,0.5266096292798111,-365,-0.08906,-0.873380249,XIAO-IMU-3,3330,1000086
447,0.5277903683589139,-681,-0.16616399999999998,-1.6295121905999996,XIAO-IMU-3,3330,1000086
448,0.5289711074380166,-704,-0.171776,-1.6845471104,XIAO-IMU-3,3330,1000086
449,0.5301518465171193,-737,-0.17982800000000002,-1.7635102562,XIAO-IMU-3,3330,1000086
450,0.531332585596222,-782,-0.190808,-1.8711872732,XIAO-IMU-3,3330,1000086
451,0.5325133246753248,-801,-0.19544399999999998,-1.9166509025999996,XIAO-IMU-3,3330,1000086
452,0.5336940637544274,-847,-0.20666800000000002,-2.0267207422,XIAO-IMU-3,3330,1000086
453,0.5348748028335302,-895,-0.21838,-2.141576227,XIAO-IMU-3,3330,1000086
454,0.5360555419126328,-915,-0.22326,-2.189432679,XIAO-IMU-3,3330,1000086
455,0.5372362809917356,-1134,-0.27669599999999994,-2.7134608283999992,XIAO-IMU-3,3330,1000086
456,0.5384170200708382,-1138,-0.277672,-2.7230321187999995,XIAO-IMU-3,3330,1000086
457,0.539597759149941,-1137,-0.277428,-2.7206392962,XIAO-IMU-3,3330,1000086
458,0.5407784982290438,-1137,-0.277428,-2.7206392962,XIAO-IMU-3,3330,1000086
459,0.5419592373081464,-1149,-0.280356,-2.7493531674,XIAO-IMU-3,3330,1000086
460,0.5431399763872492,-1142,-0.27864799999999995,-2.7326034091999993,XIAO-IMU-3,3330,1000086
461,0.5443207154663519,-1145,-0.27938,-2.739781877,XIAO-IMU-3,3330,1000086
462,0.5455014545454546,-1123,-0.274012,-2.6871397797999994,XIAO-IMU-3,3330,1000086
463,0.5466821936245573,-755,-0.18422,-1.8065810629999999,XIAO-IMU-3,3330,1000086
464,0.54786293270366,-747,-0.182268,-1.7874384822,XIAO-IMU-3,3330,1000086
465,0.5490436717827627,-698,-0.170312,-1.6701901747999999,XIAO-IMU-3,3330,1000086
466,0.5502244108618655,-610,-0.14884,-1.4596217859999998,XIAO-IMU-3,3330,1000086
467,0.5514051499409681,-527,-0.12858799999999998,-1.2610175101999996,XIAO-IMU-3,3330,1000086
468,0.5525858890200709,-473,-0.11541199999999999,-1.1318050897999998,XIAO-IMU-3,3330,1000086
469,0.5537666280991737,-393,-0.09589199999999999,-0.9403792817999999,XIAO-IMU-3,3330,1000086
470,0.5549473671782763,-341,-0.083204,-0.8159525066,XIAO-IMU-3,3330,1000086
471,0.5561281062573791,303,0.073932,0.7250252477999999,XIAO-IMU-3,3330,1000086
472,0.5573088453364817,375,0.0915,0.8973084749999999,XIAO-IMU-3,3330,1000086
473,0.5584895844155845,450,0.1098,1.0767701699999999,XIAO-IMU-3,3330,1000086
474,0.5596703234946871,501,0.122244,1.1988041226,XIAO-IMU-3,3330,1000086
475,0.5608510625737899,605,0.14762,1.447657673,XIAO-IMU-3,3330,1000086
476,0.5620318016528926,646,0.157624,1.5457633995999998,XIAO-IMU-3,3330,1000086
477,0.5632125407319953,703,0.171532,1.6821542877999998,XIAO-IMU-3,3330,1000086
478,0.564393279811098,810,0.19763999999999998,1.9381863059999997,XIAO-IMU-3,3330,1000086
479,0.5655740188902008,1169,0.285236,2.7972096194,XIAO-IMU-3,3330,1000086
480,0.5667547579693035,1210,0.29524,2.895315346,XIAO-IMU-3,3330,1000086
481,0.5679354970484062,1301,0.317444,3.1130622025999997,XIAO-IMU-3,3330,1000086
482,0.569116236127509,1346,0.328424,3.2207392195999995,XIAO-IMU-3,3330,1000086
483,0.5702969752066116,1414,0.34501600000000004,3.3834511564,XIAO-IMU-3,3330,1000086
484,0.5714777142857144,1451,0.35404399999999997,3.4719855925999994,XIAO-IMU-3,3330,1000086
485,0.572658453364817,1530,0.37332,3.6610185779999997,XIAO-IMU-3,3330,1000086
486,0.5738391924439198,1909,0.465796,4.5678983434,XIAO-IMU-3,3330,1000086
487,0.5750199315230224,1909,0.465796,4.5678983434,XIAO-IMU-3,3330,1000086
488,0.5762006706021252,1944,0.47433600000000004,4.6516471344,XIAO-IMU-3,3330,1000086
489,0.5773814096812279,1963,0.47897199999999995,4.6971107638,XIAO-IMU-3,3330,1000086
490,0.5785621487603306,1970,0.48068,4.713860522,XIAO-IMU-3,3330,1000086
491,0.5797428878394334,1963,0.47897199999999995,4.6971107638,XIAO-IMU-3,3330,1000086
492,0.580923626918536,1988,0.485072,4.7569313287999995,XIAO-IMU-3,3330,1000086
493,0.5821043659976388,2006,0.489464,4.8000021356,XIAO-IMU-3,3330,1000086
494,0.5832851050767415,2212,0.539728,5.292923591199999,XIAO-IMU-3,3330,1000086
495,0.5844658441558442,2257,0.550708,5.4006006081999995,XIAO-IMU-3,3330,1000086
496,0.5856465832349469,2277,0.555588,5.448457060199999,XIAO-IMU-3,3330,1000086
497,0.5868273223140497,2333,0.569252,5.582455125799999,XIAO-IMU-3,3330,1000086
498,0.5880080613931523,2374,0.579256,5.680560852399999,XIAO-IMU-3,3330,1000086
499,0.5891888004722551,2426,0.5919439999999999,5.804987627599999,XIAO-IMU-3,3330,1000086
500,0.5903695395513577,2473,0.6034120000000001,5.9174502898000005,XIAO-IMU-3,3330,1000086
501,0.5915502786304605,2507,0.6117079999999999,5.998806258199999,XIAO-IMU-3,3330,1000086
502,0.5927310177095633,2744,0.6695359999999999,6.565905214399999,XIAO-IMU-3,3330,1000086
503,0.5939117567886659,2791,0.681004,6.6783678766,XIAO-IMU-3,3330,1000086
504,0.5950924958677687,2844,0.693936,6.805187474399999,XIAO-IMU-3,3330,1000086
505,0.5962732349468713,2876,0.701744,6.8817577976,XIAO-IMU-3,3330,1000086
506,0.5974539740259741,2902,0.7080879999999999,6.943971185199999,XIAO-IMU-3,3330,1000086
507,0.5986347131050768,2927,0.7141879999999999,7.003791750199999,XIAO-IMU-3,3330,1000086
508,0.5998154521841795,2987,0.7288279999999999,7.147361106199999,XIAO-IMU-3,3330,1000086
509,0.6009961912632822,3034,0.740296,7.2598237683999995,XIAO-IMU-3,3330,1000086
510,0.602176930342385,3255,0.79422,7.788637563,XIAO-IMU-3,3330,1000086
511,0.6033576694214876,3285,0.8015399999999999,7.860422240999998,XIAO-IMU-3,3330,1000086
512,0.6045384085005904,3282,0.800808,7.853243773199999,XIAO-IMU-3,3330,1000086
513,0.6057191475796931,3305,0.8064199999999999,7.908278692999999,XIAO-IMU-3,3330,1000086
514,0.6068998866587958,3303,0.805932,7.9034930478,XIAO-IMU-3,3330,1000086
515,0.6080806257378986,3314,0.808616,7.9298140963999995,XIAO-IMU-3,3330,1000086
516,0.6092613648170012,3303,0.805932,7.9034930478,XIAO-IMU-3,3330,1000086
517,0.610442103896104,3327,0.8117880000000001,7.9609207902,XIAO-IMU-3,3330,1000086
518,0.6116228429752066,3265,0.7966599999999999,7.812565788999999,XIAO-IMU-3,3330,1000086
519,0.6128035820543094,3256,0.794464,7.791030385599999,XIAO-IMU-3,3330,1000086
520,0.6139843211334121,3249,0.792756,7.7742806274,XIAO-IMU-3,3330,1000086
521,0.6151650602125148,3226,0.787144,7.719245707599999,XIAO-IMU-3,3330,1000086
522,0.6163457992916175,3199,0.7805559999999999,7.654639497399999,XIAO-IMU-3,3330,1000086
523,0.6175265383707202,3202,0.781288,7.661817965199999,XIAO-IMU-3,3330,1000086
524,0.618707277449823,3154,0.769576,7.5469624803999995,XIAO-IMU-3,3330,1000086
525,0.6198880165289257,3168,0.772992,7.5804619967999995,XIAO-IMU-3,3330,1000086
526,0.6210687556080284,3006,0.7334639999999999,7.192824735599999,XIAO-IMU-3,3330,1000086
527,0.6222494946871311,2978,0.726632,7.125825702799999,XIAO-IMU-3,3330,1000086
528,0.6234302337662339,2982,0.7276079999999999,7.135396993199999,XIAO-IMU-3,3330,1000086
529,0.6246109728453365,2940,0.71736,7.0348984439999995,XIAO-IMU-3,3330,1000086
530,0.6257917119244393,2928,0.7144320000000001,7.0061845728000005,XIAO-IMU-3,3330,1000086
531,0.6269724510035419,2883,0.703452,6.898507555799999,XIAO-IMU-3,3330,1000086
532,0.6281531900826447,2857,0.697108,6.836294168199999,XIAO-IMU-3,3330,1000086
533,0.6293339291617474,2812,0.686128,6.728617151199999,XIAO-IMU-3,3330,1000086
534,0.6305146682408501,2216,0.540704,5.3024948815999995,XIAO-IMU-3,3330,1000086
535,0.6316954073199529,2161,0.527284,5.170889638599999,XIAO-IMU-3,3330,1000086
536,0.6328761463990555,2085,0.50874,4.989035121,XIAO-IMU-3,3330,1000086
537,0.6340568854781583,1971,0.48092399999999996,4.716253344599999,XIAO-IMU-3,3330,1000086
538,0.635237624557261,1897,0.462868,4.5391844722,XIAO-IMU-3,3330,1000086
539,0.6364183636363637,1816,0.443104,4.3453658416,XIAO-IMU-3,3330,1000086
540,0.6375991027154664,1704,0.41577600000000003,4.0773697104,XIAO-IMU-3,3330,1000086
541,0.6387798417945691,1638,0.39967199999999997,3.9194434187999994,XIAO-IMU-3,3330,1000086
542,0.6399605808736718,1142,0.27864799999999995,2.7326034091999993,XIAO-IMU-3,3330,1000086
543,0.6411413199527746,1070,0.26108,2.5603201819999994,XIAO-IMU-3,3330,1000086
544,0.6423220590318772,993,0.242292,2.3760728418,XIAO-IMU-3,3330,1000086
545,0.64350279811098,924,0.225456,2.2109680824,XIAO-IMU-3,3330,1000086
546,0.6446835371900828,795,0.19397999999999999,1.9022939669999996,XIAO-IMU-3,3330,1000086
547,0.6458642762691854,714,0.174216,1.7084753364,XIAO-IMU-3,3330,1000086
548,0.6470450153482882,637,0.155428,1.5242279962,XIAO-IMU-3,3330,1000086
549,0.6482257544273908,-182,-0.044408,-0.4354937132,XIAO-IMU-3,3330,1000086
550,0.6494064935064936,-277,-0.067588,-0.6628118601999999,XIAO-IMU-3,3330,1000086
551,0.6505872325855963,-401,-0.097844,-0.9595218625999999,XIAO-IMU-3,3330,1000086
552,0.651767971664699,-480,-0.11712,-1.1485548479999999,XIAO-IMU-3,3330,1000086
553,0.6529487107438017,-557,-0.13590799999999997,-1.3328021881999996,XIAO-IMU-3,3330,1000086
554,0.6541294498229044,-700,-0.17079999999999998,-1.6749758199999998,XIAO-IMU-3,3330,1000086
555,0.6553101889020071,-782,-0.190808,-1.8711872732,XIAO-IMU-3,3330,1000086
556,0.6564909279811099,-890,-0.21716,-2.129612114,XIAO-IMU-3,3330,1000086
557,0.6576716670602126,-1477,-0.360388,-3.5341989802,XIAO-IMU-3,3330,1000086
558,0.6588524061393153,-1559,-0.380396,-3.7304104334,XIAO-IMU-3,3330,1000086
559,0.660033145218418,-1623,-0.396012,-3.8835510797999997,XIAO-IMU-3,3330,1000086
560,0.6612138842975207,-1746,-0.426024,-4.1778682596,XIAO-IMU-3,3330,1000086
561,0.6623946233766235,-1834,-0.447496,-4.3884366484,XIAO-IMU-3,3330,1000086
562,0.6635753624557261,-1891,-0.461404,-4.524827536599999,XIAO-IMU-3,3330,1000086
563,0.6647561015348289,-1985,-0.48434,-4.749752860999999,XIAO-IMU-3,3330,1000086
564,0.6659368406139315,-2033,-0.49605199999999994,-4.864608345799999,XIAO-IMU-3,3330,1000086
565,0.6671175796930343,-2489,-0.6073160000000001,-5.955735451400001,XIAO-IMU-3,3330,1000086
566,0.668298318772137,-2550,-0.6222,-6.101697629999999,XIAO-IMU-3,3330,1000086
567,0.6694790578512397,-2620,-0.63928,-6.269195212,XIAO-IMU-3,3330,1000086
568,0.6706597969303425,-2694,-0.657336,-6.4462640844,XIAO-IMU-3,3330,1000086
569,0.6718405360094452,-2719,-0.663436,-6.5060846494,XIAO-IMU-3,3330,1000086
570,0.6730212750885479,-2780,-0.6783199999999999,-6.652046827999999,XIAO-IMU-3,3330,1000086
571,0.6742020141676506,-2820,-0.68808,-6.747759732,XIAO-IMU-3,3330,1000086
572,0.6753827532467533,-2888,-0.7046720000000001,-6.9104716688000005,XIAO-IMU-3,3330,1000086
573,0.676563492325856,-3119,-0.7610359999999999,-7.463213689399999,XIAO-IMU-3,3330,1000086
574,0.6777442314049588,-3135,-0.76494,-7.501498850999999,XIAO-IMU-3,3330,1000086
575,0.6789249704840614,-3142,-0.766648,-7.5182486092,XIAO-IMU-3,3330,1000086
576,0.6801057095631642,-3147,-0.7678679999999999,-7.530212722199998,XIAO-IMU-3,3330,1000086
577,0.6812864486422668,-3135,-0.76494,-7.501498850999999,XIAO-IMU-3,3330,1000086
578,0.6824671877213696,-3162,-0.771528,-7.566105061199999,XIAO-IMU-3,3330,1000086
579,0.6836479268004724,-3157,-0.770308,-7.5541409482,XIAO-IMU-3,3330,1000086
580,0.684828665879575,-3172,-0.773968,-7.5900332872,XIAO-IMU-3,3330,1000086
581,0.6860094049586778,-3277,-0.799588,-7.841279660199999,XIAO-IMU-3,3330,1000086
582,0.6871901440377804,-3314,-0.808616,-7.9298140963999995,XIAO-IMU-3,3330,1000086
583,0.6883708831168832,-3352,-0.8178880000000001,-8.0207413552,XIAO-IMU-3,3330,1000086
584,0.6895516221959859,-3379,-0.824476,-8.0853475654,XIAO-IMU-3,3330,1000086
585,0.6907323612750886,-3428,-0.8364320000000001,-8.2025958728,XIAO-IMU-3,3330,1000086
586,0.6919131003541913,-3462,-0.8447279999999999,-8.283951841199999,XIAO-IMU-3,3330,1000086
587,0.6930938394332941,-3495,-0.85278,-8.362914987,XIAO-IMU-3,3330,1000086
588,0.6942745785123967,-3839,-0.936716,-9.1860459614,XIAO-IMU-3,3330,1000086
589,0.6954553175914995,-3886,-0.9481839999999999,-9.298508623599998,XIAO-IMU-3,3330,1000086
